claim_id,policy_id,claim_date,claim_type,claim_amount_usd,settled_amount_usd,status,description,is_fraud_flag,days_to_report
CLM00508,POL00059,27 Feb 2022,Fire,46048.03,,Rejected,Hit and run incident,No,56.0
CLM00509,POL01036,04/09/2022,Flood,27758.4,,Under Review,Windshield cracked by debris,Yes,46.0
CLM00510,POL00871,26/01/2021,Fire,872.37,,Under Review,Vehicle stolen from residential area,No,2.0
CLM00511,POL02811,05-28-2024,Natural Disaster,46112.92,,Under Review,Vehicle stolen from residential area,No,20.0
CLM00512,POL01788,05/01/2024,Flood,77389.83,,Under Review,,No,17.0
CLM00513,POL02035,01-18-2021,Natural Disaster,13121.47,,Rejected,Vehicle stolen from residential area,No,47.0
CLM00514,POL01538,29 Jul 2020,Vandalism,67611.79,,Approved,Front end collision on highway,No,17.0
CLM00515,POL01028,28/02/2024,Flood,34956.64,,Approved,Front end collision on highway,No,52.0
CLM00516,POL01249,14/02/2023,Theft,77422.25,,Approved,Vandalism - scratches and dents,No,4.0
CLM00517,POL02826,11-24-2024,Fire,75849.15,41994.05,Settled,Hit and run incident,No,46.0
CLM00518,POL00831,01-09-2024,Accident,52275.01,,Rejected,Front end collision on highway,No,58.0
CLM00519,POL01589,12-29-2023,Vandalism,76128.71,,Under Review,Vandalism - scratches and dents,No,55.0
CLM00520,POL02754,2020-11-04,Natural Disaster,9369.24,,Under Review,Fire damage in garage,No,42.0
CLM00521,POL00563,28/03/2023,Accident,20315.31,,Pending,Vandalism - scratches and dents,No,13.0
CLM00522,POL00331,09/05/2020,Theft,37154.59,,Rejected,Windshield cracked by debris,No,9.0
CLM00523,POL01075,25 Sep 2022,Theft,78884.34,44061.67,Settled,Front end collision on highway,No,0.0
CLM00524,POL00366,03-12-2020,Fire,710.58,,Pending,Windshield cracked by debris,No,4.0
CLM00525,POL00311,12/08/2022,Vandalism,54070.8,,Under Review,Hit and run incident,No,25.0
CLM00526,POL02407,26/06/2023,Natural Disaster,-2080.58,,Pending,Vandalism - scratches and dents,No,55.0
CLM00527,POL00974,24/11/2020,Fire,3235.08,2555.2,Settled,,No,25.0
CLM00528,POL02885,31 Jan 2020,Fire,-2204.0,,Rejected,Front end collision on highway,No,
CLM00529,POL02082,20/10/2020,Theft,29528.72,25960.64,Settled,Vandalism - scratches and dents,No,41.0
CLM00530,POL00364,10-13-2023,Theft,63427.6,,Pending,Flood damage during heavy rainfall,No,54.0
CLM00531,POL02427,2020-02-18,Accident,55276.08,,Under Review,Fire damage in garage,No,41.0
CLM00532,POL00915,08-02-2022,Accident,31596.8,,Pending,Hit and run incident,No,50.0
CLM00533,POL00771,10 Feb 2020,Flood,73463.78,,Rejected,Front end collision on highway,No,34.0
CLM00534,POL01629,2020-03-19,Flood,22030.18,,Rejected,Vehicle stolen from residential area,No,38.0
CLM00535,POL00014,15 Mar 2022,Theft,24665.78,,Pending,Front end collision on highway,No,54.0
CLM00536,POL02073,26/08/2022,Accident,7806.32,,Approved,Rear end damage in parking lot,No,22.0
CLM00537,POL01744,19/02/2023,Theft,48360.58,,Rejected,Front end collision on highway,No,13.0
CLM00538,POL01994,2022-08-26,Fire,18265.82,,Approved,Vandalism - scratches and dents,No,8.0
CLM00539,POL01403,29 Mar 2023,Vandalism,16903.8,,Approved,Windshield cracked by debris,No,36.0
CLM00540,POL02788,04-07-2022,Flood,25274.27,,Under Review,Flood damage during heavy rainfall,No,27.0
CLM00541,POL01176,03/03/2022,Natural Disaster,63390.94,,Pending,Vandalism - scratches and dents,No,46.0
CLM00542,POL00970,2024-02-22,Accident,38802.76,,Approved,Flood damage during heavy rainfall,No,2.0
CLM00543,POL02674,08-12-2024,Fire,18290.15,16143.99,Settled,,No,59.0
CLM00544,POL00399,2020-07-02,Flood,27273.57,,Pending,Flood damage during heavy rainfall,No,5.0
CLM00545,POL01515,02/12/2024,Flood,51625.53,,Pending,Windshield cracked by debris,No,20.0
CLM00546,POL02908,13/06/2020,Vandalism,40710.61,,Under Review,,No,10.0
CLM00547,POL02019,10/05/2020,Flood,27842.83,,Rejected,Windshield cracked by debris,No,16.0
CLM00548,POL00109,2024-05-08,Natural Disaster,32037.04,,Pending,Fire damage in garage,No,34.0
CLM00549,POL00735,01 Feb 2021,Flood,6423.73,,Rejected,Flood damage during heavy rainfall,No,34.0
CLM00550,POL01133,12-13-2023,Flood,-2177.44,,Pending,,No,25.0
CLM00551,POL00397,27 Jul 2022,Natural Disaster,66748.51,,Rejected,Front end collision on highway,Yes,30.0
CLM00552,POL02771,13 Sep 2020,Vandalism,72572.5,46085.96,Settled,Flood damage during heavy rainfall,No,2.0
CLM00553,POL02346,2020-08-13,Accident,5288.63,,Approved,Front end collision on highway,No,30.0
CLM00554,POL02877,28 May 2022,Vandalism,62111.99,,Rejected,Windshield cracked by debris,No,48.0
CLM00555,POL00791,2020-01-02,Natural Disaster,74475.5,,Approved,Windshield cracked by debris,No,2.0
CLM00556,POL01026,09-20-2020,Fire,21378.96,,Approved,,No,26.0
CLM00557,POL00520,08 Apr 2020,Flood,7408.18,4885.18,Settled,Rear end damage in parking lot,No,47.0
CLM00558,POL00640,06-30-2021,Fire,16068.68,,Approved,Windshield cracked by debris,No,39.0
CLM00559,POL00622,2022-10-24,Accident,68367.11,,Approved,Windshield cracked by debris,No,4.0
CLM00560,POL02026,27 Jun 2021,Natural Disaster,21217.15,15914.19,Settled,Vandalism - scratches and dents,No,20.0
CLM00561,POL00480,2022-01-11,Flood,32884.53,,Rejected,Windshield cracked by debris,No,57.0
CLM00562,POL00665,10-05-2021,Accident,0.0,,Pending,Flood damage during heavy rainfall,No,40.0
CLM00563,POL00273,30 Jun 2024,Natural Disaster,51123.4,,Rejected,Windshield cracked by debris,No,11.0
CLM00564,POL02364,04-21-2021,Natural Disaster,26741.46,,Approved,Vandalism - scratches and dents,No,60.0
CLM00565,POL01944,21 Jan 2022,Natural Disaster,48738.8,,Approved,Windshield cracked by debris,No,32.0
CLM00566,POL00037,03-03-2024,Theft,49816.82,,Rejected,Rear end damage in parking lot,No,46.0
CLM00567,POL00477,02-20-2021,Natural Disaster,31236.07,,Rejected,Fire damage in garage,No,3.0
CLM00568,POL00617,20/01/2021,Vandalism,49274.4,39856.78,Settled,,No,42.0
CLM00569,POL01320,07/11/2021,Natural Disaster,40191.83,,Rejected,,No,29.0
CLM00570,POL00089,05-04-2022,Natural Disaster,27019.7,14658.77,Settled,Fire damage in garage,No,18.0
CLM00571,POL02117,21 Jan 2021,Flood,-2945.99,,Rejected,Flood damage during heavy rainfall,No,47.0
CLM00572,POL00679,27 Jul 2024,Theft,39391.75,,Pending,Hit and run incident,No,6.0
CLM00573,POL00438,28 Dec 2020,Flood,73652.6,,Under Review,Windshield cracked by debris,No,
CLM00574,POL02259,28 Jan 2020,Natural Disaster,45157.11,26552.08,Settled,Hit and run incident,No,59.0
CLM00575,POL01530,11/09/2023,Vandalism,67326.77,49966.32,Settled,Windshield cracked by debris,No,
CLM00576,POL00186,22/04/2020,Accident,67895.6,,Under Review,Fire damage in garage,No,7.0
CLM00577,POL00665,15/04/2023,Natural Disaster,67479.35,,Pending,,No,60.0
CLM00578,POL01404,2023-05-03,Vandalism,49342.47,,Approved,Windshield cracked by debris,No,59.0
CLM00579,POL01625,05-29-2023,Natural Disaster,52501.13,,Approved,Hit and run incident,No,28.0
CLM00580,POL02756,12 Nov 2022,Theft,69778.46,,Approved,Flood damage during heavy rainfall,No,8.0
CLM00581,POL00548,12 Jul 2020,Flood,1156.4,,Under Review,Vandalism - scratches and dents,No,10.0
CLM00582,POL00376,2023-07-20,Natural Disaster,62417.13,57374.25,Settled,Hit and run incident,No,2.0
CLM00583,POL00620,30/06/2024,Vandalism,53192.73,,Pending,Fire damage in garage,No,52.0
CLM00584,POL02114,2020-04-23,Accident,40626.92,33917.99,Settled,Rear end damage in parking lot,No,48.0
CLM00585,POL01663,25 Jul 2020,Accident,73049.86,,Under Review,Vandalism - scratches and dents,No,53.0
CLM00586,POL02760,10-01-2023,Accident,56905.43,,Approved,Fire damage in garage,No,17.0
CLM00587,POL01364,05 Mar 2022,Fire,20478.22,,Under Review,Windshield cracked by debris,No,43.0
CLM00588,POL01433,25/12/2022,Theft,64119.87,50822.99,Settled,,No,9.0
CLM00589,POL01507,01-30-2023,Accident,19908.09,,Under Review,Vehicle stolen from residential area,No,21.0
CLM00590,POL02813,21/03/2020,Fire,12509.52,,Approved,Vehicle stolen from residential area,No,30.0
CLM00591,POL01855,04 Apr 2021,Theft,18571.61,,Rejected,Rear end damage in parking lot,Yes,3.0
CLM00592,POL00666,2020-10-24,Accident,24548.83,18627.97,Settled,Front end collision on highway,No,49.0
CLM00593,POL02229,2022-03-16,Flood,75815.3,,Approved,Windshield cracked by debris,No,48.0
CLM00594,POL01826,2024-05-02,Natural Disaster,39909.01,39168.04,Settled,Vehicle stolen from residential area,No,50.0
CLM00595,POL02155,13 Jan 2024,Theft,7010.64,,Approved,Fire damage in garage,No,3.0
CLM00596,POL01251,20/10/2023,Theft,61219.14,,Rejected,Windshield cracked by debris,No,59.0
CLM00597,POL02344,30 Nov 2023,Fire,34158.15,,Rejected,Windshield cracked by debris,No,32.0
CLM00598,POL01237,04 Nov 2021,Flood,19800.75,11174.52,Settled,Fire damage in garage,No,24.0
CLM00599,POL01380,11-07-2021,Theft,1949.5,,Under Review,Fire damage in garage,No,28.0
CLM00600,POL00700,16/02/2024,Flood,22662.5,,Approved,Hit and run incident,No,47.0
CLM00601,POL00949,14/10/2024,Theft,71295.37,,Approved,Vehicle stolen from residential area,No,2.0
CLM00602,POL00565,2023-11-17,Flood,47979.11,,Under Review,Fire damage in garage,No,0.0
CLM00603,POL02988,08-18-2021,Accident,68378.89,64554.73,Settled,Vehicle stolen from residential area,No,18.0
CLM00604,POL01953,05 Jul 2023,Vandalism,41475.42,30737.21,Settled,Windshield cracked by debris,No,53.0
CLM00605,POL01122,03-26-2022,Theft,43769.59,36938.16,Settled,Flood damage during heavy rainfall,No,11.0
CLM00606,POL00547,2024-09-28,Fire,34663.6,,Approved,Vehicle stolen from residential area,No,39.0
CLM00607,POL01881,2022-06-16,Theft,0.0,,Approved,Vehicle stolen from residential area,No,44.0
CLM00608,POL00612,23/01/2023,Vandalism,3778.54,,Rejected,Flood damage during heavy rainfall,No,
CLM00609,POL02887,30/10/2024,Fire,63942.49,,Approved,Fire damage in garage,Yes,42.0
CLM00610,POL02787,06/11/2021,Accident,26686.79,25275.68,Settled,Front end collision on highway,No,14.0
CLM00611,POL02529,10/04/2022,Vandalism,55273.79,52940.37,Settled,Vehicle stolen from residential area,No,48.0
CLM00612,POL02500,22/07/2021,Theft,57305.04,,Rejected,Fire damage in garage,No,5.0
CLM00613,POL02293,15 Aug 2020,Natural Disaster,-3415.19,,Approved,Fire damage in garage,No,37.0
CLM00614,POL01015,2021-08-20,Accident,7542.18,5490.21,Settled,Fire damage in garage,No,21.0
CLM00615,POL00550,2020-02-25,Theft,79970.43,55484.2,Settled,Vehicle stolen from residential area,No,16.0
CLM00616,POL00659,17/11/2021,Natural Disaster,45995.62,34442.46,Settled,Fire damage in garage,No,24.0
CLM00617,POL02157,06 Aug 2024,Fire,15409.96,,Rejected,,No,9.0
CLM00618,POL02663,06-14-2023,Flood,75001.98,,Under Review,Fire damage in garage,No,7.0
CLM00619,POL02463,09-15-2023,Theft,14394.72,,Approved,,No,12.0
CLM00620,POL02583,07-12-2022,Accident,63505.61,61143.72,Settled,Hit and run incident,Yes,5.0
CLM00621,POL02628,08-06-2021,Flood,18064.78,,Rejected,Vehicle stolen from residential area,No,26.0
CLM00622,POL00548,31/01/2024,Theft,8673.97,8380.73,Settled,Rear end damage in parking lot,No,33.0
CLM00623,POL01376,2024-06-08,Accident,14180.02,,Rejected,Rear end damage in parking lot,No,20.0
CLM00624,POL01096,2023-03-04,Theft,40241.78,,Pending,Rear end damage in parking lot,No,15.0
CLM00625,POL00805,15/02/2023,Natural Disaster,0.0,,Approved,Front end collision on highway,No,18.0
CLM00626,POL01021,2023-10-18,Fire,64152.46,,Under Review,Front end collision on highway,No,53.0
CLM00627,POL02043,13/12/2020,Flood,65034.85,,Under Review,Vehicle stolen from residential area,No,43.0
CLM00628,POL01374,2020-07-30,Flood,16586.41,,Rejected,Windshield cracked by debris,No,24.0
CLM00629,POL00334,02-08-2020,Fire,71818.78,,Rejected,,No,54.0
CLM00630,POL00653,12 Oct 2024,Theft,12084.48,,Approved,Flood damage during heavy rainfall,No,37.0
CLM00631,POL00089,27 Aug 2024,Vandalism,10535.84,,Approved,Vehicle stolen from residential area,No,57.0
CLM00632,POL00267,28/03/2022,Theft,57020.37,,Approved,Fire damage in garage,No,
CLM00633,POL00477,08-15-2020,Accident,18589.53,,Under Review,Vandalism - scratches and dents,No,24.0
CLM00634,POL00549,2024-02-24,Accident,70966.87,,Under Review,Hit and run incident,No,3.0
CLM00635,POL00235,27/04/2023,Flood,78706.93,,Under Review,Vandalism - scratches and dents,Yes,15.0
CLM00636,POL02891,20 Sep 2020,Fire,69575.12,41375.95,Settled,Flood damage during heavy rainfall,No,41.0
CLM00637,POL00829,06-21-2022,Fire,31123.48,,Under Review,Flood damage during heavy rainfall,No,6.0
CLM00638,POL01297,07-13-2024,Flood,0.0,,Pending,Flood damage during heavy rainfall,No,0.0
CLM00639,POL00608,07-22-2024,Natural Disaster,8234.9,,Rejected,Flood damage during heavy rainfall,No,48.0
CLM00640,POL02018,19/02/2020,Theft,20271.78,,Approved,Fire damage in garage,No,50.0
CLM00641,POL00018,05-28-2023,Vandalism,56937.28,,Rejected,Hit and run incident,No,3.0
CLM00642,POL01526,05 Apr 2021,Vandalism,29415.71,24877.8,Settled,Front end collision on highway,No,49.0
CLM00643,POL01925,03-02-2023,Natural Disaster,38863.71,,Pending,Vehicle stolen from residential area,No,27.0
CLM00644,POL02521,05-30-2020,Natural Disaster,50361.65,,Under Review,Rear end damage in parking lot,No,4.0
CLM00645,POL02992,2024-04-08,Natural Disaster,0.0,,Approved,Front end collision on highway,Yes,7.0
CLM00646,POL02463,2021-11-29,Vandalism,33687.0,,Approved,Flood damage during heavy rainfall,No,
CLM00647,POL00973,2021-12-23,Flood,73022.05,49515.77,Settled,Flood damage during heavy rainfall,No,50.0
CLM00648,POL02098,07-12-2021,Natural Disaster,10942.67,,Pending,Front end collision on highway,No,51.0
CLM00649,POL01531,26 Dec 2021,Accident,15472.22,,Pending,Front end collision on highway,No,
CLM00650,POL02202,26/06/2021,Flood,34221.62,,Rejected,,No,
CLM00651,POL01868,11/11/2024,Vandalism,67002.69,,Rejected,Fire damage in garage,No,49.0
CLM00652,POL02929,17 Nov 2023,Accident,27471.43,,Rejected,Hit and run incident,No,15.0
CLM00653,POL00480,04 Dec 2020,Accident,30149.77,,Pending,Vehicle stolen from residential area,No,31.0
CLM00654,POL02951,04 Aug 2024,Accident,44829.81,,Approved,Rear end damage in parking lot,No,24.0
CLM00655,POL00816,2023-11-02,Flood,14346.57,,Pending,Rear end damage in parking lot,No,26.0
CLM00656,POL02480,02 Jan 2020,Accident,1726.64,1276.2,Settled,Hit and run incident,No,53.0
CLM00657,POL02505,09/02/2024,Flood,57072.72,,Pending,Front end collision on highway,Yes,41.0
CLM00658,POL01465,08-24-2024,Flood,28047.1,,Approved,Rear end damage in parking lot,No,60.0
CLM00659,POL01849,15 May 2021,Natural Disaster,78022.83,,Pending,Hit and run incident,No,13.0
CLM00660,POL02499,31/05/2021,Natural Disaster,74367.58,,Pending,Vandalism - scratches and dents,No,47.0
CLM00661,POL02479,07 Nov 2024,Fire,39549.72,,Under Review,Fire damage in garage,No,48.0
CLM00662,POL01209,2024-02-24,Vandalism,-4478.34,,Rejected,Hit and run incident,No,15.0
CLM00663,POL01865,05-11-2024,Theft,48248.09,,Under Review,Rear end damage in parking lot,No,36.0
CLM00664,POL00491,2024-05-03,Accident,46847.76,33536.64,Settled,Rear end damage in parking lot,No,58.0
CLM00665,POL01316,2020-05-17,Flood,78697.67,,Rejected,Hit and run incident,No,40.0
CLM00666,POL02137,2021-12-06,Vandalism,-1004.16,,Approved,Vehicle stolen from residential area,No,35.0
CLM00667,POL02617,07 Jan 2024,Vandalism,64208.41,83523.25,Settled,Windshield cracked by debris,No,5.0
CLM00668,POL01407,09 Feb 2021,Flood,38503.03,,Pending,Windshield cracked by debris,No,22.0
CLM00669,POL02741,04 Jul 2021,Theft,45094.61,,Approved,Rear end damage in parking lot,No,39.0
CLM00670,POL00570,11/04/2021,Fire,17640.27,,Pending,,Yes,13.0
CLM00671,POL01288,08-17-2021,Flood,45963.69,45863.0,Settled,Windshield cracked by debris,No,12.0
CLM00672,POL01856,01-15-2022,Natural Disaster,51598.05,,Rejected,Rear end damage in parking lot,No,13.0
CLM00673,POL00669,24 Jan 2020,Flood,63260.0,,Under Review,Windshield cracked by debris,No,32.0
CLM00674,POL00169,15 Nov 2021,Theft,74258.48,44531.61,Settled,Front end collision on highway,No,56.0
CLM00675,POL00046,17/08/2022,Fire,43383.21,28348.88,Settled,Windshield cracked by debris,No,28.0
CLM00676,POL00372,29/09/2021,Vandalism,20302.09,,Under Review,Fire damage in garage,No,58.0
CLM00677,POL02849,23/10/2024,Flood,36580.14,,Approved,Fire damage in garage,No,60.0
CLM00678,POL01743,17/09/2023,Natural Disaster,13034.68,,Under Review,Rear end damage in parking lot,No,28.0
CLM00679,POL01168,17/09/2020,Fire,23767.18,,Approved,,No,57.0
CLM00680,POL02954,2023-10-08,Vandalism,5460.17,,Approved,Hit and run incident,No,22.0
CLM00681,POL02672,2023-06-30,Accident,18164.79,12676.03,Settled,Rear end damage in parking lot,No,11.0
CLM00682,POL01295,11-16-2022,Flood,20127.5,,Approved,,No,
CLM00683,POL02393,31 Mar 2024,Theft,51235.09,,Approved,Hit and run incident,No,33.0
CLM00684,POL00781,04/10/2023,Fire,51999.01,,Approved,Windshield cracked by debris,No,39.0
CLM00685,POL01142,07-04-2023,Fire,63824.96,,Pending,Hit and run incident,Yes,30.0
CLM00686,POL01712,02-22-2024,Vandalism,30198.61,25056.71,Settled,Rear end damage in parking lot,No,
CLM00687,POL02263,29/07/2020,Natural Disaster,79260.01,,Pending,,Yes,34.0
CLM00688,POL01106,01-04-2023,Vandalism,10844.12,,Rejected,Windshield cracked by debris,No,23.0
CLM00689,POL02901,05-14-2021,Fire,6221.85,,Under Review,,Yes,9.0
CLM00690,POL01760,2020-10-17,Fire,16863.1,16158.06,Settled,Flood damage during heavy rainfall,No,56.0
CLM00691,POL00906,2023-12-09,Fire,47016.17,,Pending,,No,9.0
CLM00692,POL01040,21/10/2022,Accident,68628.73,,Rejected,Hit and run incident,No,20.0
CLM00693,POL00008,2024-05-27,Vandalism,610.07,,Rejected,,No,42.0
CLM00694,POL01446,26/03/2021,Accident,26884.92,25569.32,Settled,Front end collision on highway,No,51.0
CLM00695,POL00446,23 Feb 2021,Flood,21246.06,16814.98,Settled,,No,28.0
CLM00696,POL00254,01-17-2020,Fire,10329.62,7331.51,Settled,Front end collision on highway,No,8.0
CLM00697,POL02109,09/01/2024,Natural Disaster,9605.37,,Approved,Hit and run incident,No,39.0
CLM00698,POL00866,08/11/2020,Fire,30678.46,,Approved,Windshield cracked by debris,No,6.0
CLM00699,POL00373,2024-05-06,Natural Disaster,11247.18,,Pending,Rear end damage in parking lot,No,13.0
CLM00700,POL00500,2024-08-13,Fire,53692.39,,Approved,Vehicle stolen from residential area,No,1.0
CLM00701,POL02789,2024-11-28,Vandalism,0.0,,Under Review,Vehicle stolen from residential area,No,51.0
CLM00702,POL01229,19/12/2021,Vandalism,71081.21,,Pending,Vandalism - scratches and dents,No,40.0
CLM00703,POL00876,21/10/2022,Theft,26659.96,,Approved,,No,33.0
CLM00704,POL00806,04 Jan 2023,Fire,66030.77,,Approved,Front end collision on highway,No,3.0
CLM00705,POL00592,03 Jan 2021,Natural Disaster,23828.44,13446.27,Settled,Vehicle stolen from residential area,No,44.0
CLM00706,POL02973,20 Jul 2020,Vandalism,62088.25,,Approved,Vehicle stolen from residential area,Yes,35.0
CLM00707,POL01532,09/02/2023,Natural Disaster,38623.64,21540.36,Settled,Flood damage during heavy rainfall,No,43.0
CLM00708,POL00622,2023-12-27,Theft,70284.72,,Approved,Windshield cracked by debris,No,57.0
CLM00709,POL01673,05-09-2024,Accident,1188.3,,Rejected,Front end collision on highway,No,52.0
CLM00710,POL02422,22/09/2024,Flood,55330.09,36991.61,Settled,Hit and run incident,No,51.0
CLM00711,POL00979,09-02-2020,Natural Disaster,53654.58,,Rejected,Flood damage during heavy rainfall,No,45.0
CLM00712,POL02533,07-12-2020,Fire,2707.45,,Rejected,Vandalism - scratches and dents,No,58.0
CLM00713,POL00455,15/03/2022,Natural Disaster,7448.37,,Approved,Rear end damage in parking lot,No,5.0
CLM00714,POL02466,09-03-2024,Theft,45333.49,,Pending,Hit and run incident,No,56.0
CLM00715,POL01301,31 Aug 2023,Fire,43368.38,,Pending,Hit and run incident,No,38.0
CLM00716,POL02940,20 Nov 2022,Accident,26907.3,,Approved,Vandalism - scratches and dents,No,50.0
CLM00717,POL01641,29 Jul 2023,Natural Disaster,34002.2,,Rejected,Windshield cracked by debris,No,51.0
CLM00718,POL02279,2020-01-11,Flood,47448.71,,Rejected,Front end collision on highway,No,9.0
CLM00719,POL01033,19 Aug 2023,Accident,44696.06,39179.75,Settled,Vandalism - scratches and dents,No,32.0
CLM00720,POL02377,15/08/2024,Accident,2113.53,,Pending,Windshield cracked by debris,No,5.0
CLM00721,POL01322,19 Sep 2020,Fire,58441.9,,Pending,Fire damage in garage,No,20.0
CLM00722,POL02785,2024-12-14,Accident,37457.34,,Approved,Flood damage during heavy rainfall,No,6.0
CLM00723,POL00599,2024-01-31,Accident,13324.96,13138.96,Settled,Rear end damage in parking lot,No,47.0
CLM00724,POL01852,09-23-2023,Fire,66492.16,,Under Review,Windshield cracked by debris,No,53.0
CLM00725,POL00660,05/09/2022,Theft,78116.5,,Under Review,Vandalism - scratches and dents,No,22.0
CLM00726,POL01667,13 Sep 2022,Flood,49667.63,,Under Review,Windshield cracked by debris,No,13.0
CLM00727,POL00457,29 May 2024,Flood,29616.68,,Rejected,Flood damage during heavy rainfall,No,20.0
CLM00728,POL02160,05 Aug 2022,Theft,35406.34,,Approved,Vandalism - scratches and dents,No,36.0
CLM00729,POL01254,2021-02-07,Fire,5888.17,5116.62,Settled,,No,39.0
CLM00730,POL01264,10/10/2023,Theft,7062.28,3640.28,Settled,Flood damage during heavy rainfall,No,1.0
CLM00731,POL01235,09/11/2022,Accident,40958.54,,Under Review,Vehicle stolen from residential area,No,53.0
CLM00732,POL02600,05-23-2024,Vandalism,69572.88,,Rejected,Vehicle stolen from residential area,No,
CLM00733,POL01604,12-01-2020,Fire,72636.16,,Pending,Rear end damage in parking lot,No,42.0
CLM00734,POL01702,08-12-2022,Vandalism,25484.22,,Pending,Vandalism - scratches and dents,No,
CLM00735,POL01342,28/08/2021,Theft,63001.37,,Pending,Vandalism - scratches and dents,No,38.0
CLM00736,POL00095,24/09/2024,Fire,68952.42,,Under Review,,No,59.0
CLM00737,POL02922,2021-09-17,Natural Disaster,64233.21,,Approved,Fire damage in garage,No,23.0
CLM00738,POL00572,16 Mar 2020,Theft,60012.15,30832.49,Settled,,No,6.0
CLM00739,POL02568,02/05/2022,Vandalism,62190.72,,Under Review,Vehicle stolen from residential area,No,42.0
CLM00740,POL00858,05-20-2021,Fire,33690.45,,Under Review,,No,29.0
CLM00741,POL02731,06/05/2024,Fire,510.5,,Rejected,Vandalism - scratches and dents,No,10.0
CLM00742,POL02053,11 Aug 2023,Theft,79907.0,,Rejected,Windshield cracked by debris,No,48.0
CLM00743,POL00343,07 Sep 2024,Accident,25432.78,,Rejected,Vandalism - scratches and dents,No,13.0
CLM00744,POL02774,02-20-2020,Flood,56258.33,,Approved,Windshield cracked by debris,No,0.0
CLM00745,POL02648,06/01/2023,Natural Disaster,7456.07,4486.65,Settled,Fire damage in garage,No,32.0
CLM00746,POL02524,16/09/2023,Natural Disaster,46737.54,40226.75,Settled,Fire damage in garage,No,0.0
CLM00747,POL02445,05 Jan 2022,Vandalism,53124.44,,Rejected,Windshield cracked by debris,No,11.0
CLM00748,POL01062,03 Dec 2022,Flood,47197.71,,Approved,Flood damage during heavy rainfall,No,21.0
CLM00749,POL00785,2021-04-14,Vandalism,76623.66,,Rejected,Vehicle stolen from residential area,No,51.0
CLM00750,POL01939,05-02-2024,Natural Disaster,71009.77,46841.9,Settled,Fire damage in garage,No,22.0
CLM00751,POL01641,07 Sep 2023,Vandalism,65131.44,45006.1,Settled,Flood damage during heavy rainfall,No,48.0
CLM00752,POL02342,2023-04-15,Theft,33507.28,29911.15,Settled,Vehicle stolen from residential area,No,49.0
CLM00753,POL01965,2021-11-08,Vandalism,19578.16,18716.4,Settled,Rear end damage in parking lot,No,
CLM00754,POL00455,2020-06-18,Flood,11401.52,,Approved,Front end collision on highway,No,5.0
CLM00755,POL02741,13 Dec 2021,Vandalism,7594.58,,Approved,,No,
CLM00756,POL01129,15/05/2023,Theft,71877.73,67282.67,Settled,Flood damage during heavy rainfall,No,52.0
CLM00757,POL00858,2023-02-02,Fire,51701.98,,Pending,Rear end damage in parking lot,No,20.0
CLM00758,POL02399,03/10/2023,Natural Disaster,73544.19,,Approved,Vehicle stolen from residential area,No,6.0
CLM00759,POL01942,02-27-2021,Fire,47319.22,55890.52,Settled,Rear end damage in parking lot,No,35.0
CLM00760,POL00052,2022-07-03,Fire,46668.35,,Rejected,,No,18.0
CLM00761,POL01927,23/06/2022,Flood,50760.57,,Approved,Vandalism - scratches and dents,No,
CLM00762,POL02815,05-03-2020,Natural Disaster,76007.73,,Approved,Rear end damage in parking lot,No,42.0
CLM00763,POL01333,26/04/2023,Vandalism,61116.42,,Under Review,Flood damage during heavy rainfall,No,15.0
CLM00764,POL00579,10-26-2023,Natural Disaster,3311.56,4474.13,Settled,,No,24.0
CLM00765,POL01389,07 Mar 2022,Fire,-3431.51,,Under Review,Front end collision on highway,No,32.0
CLM00766,POL02854,04 May 2023,Vandalism,9833.24,,Rejected,Windshield cracked by debris,No,53.0
CLM00767,POL00400,03-18-2023,Theft,43799.79,37231.85,Settled,Vehicle stolen from residential area,No,32.0
CLM00768,POL01770,10-26-2022,Flood,74852.89,,Pending,Vandalism - scratches and dents,Yes,32.0
CLM00769,POL00192,11-23-2023,Vandalism,28517.81,20026.87,Settled,Hit and run incident,No,42.0
CLM00770,POL02572,2023-08-21,Fire,47395.55,,Pending,,No,51.0
CLM00771,POL02847,2021-03-31,Theft,17978.95,,Under Review,,Yes,19.0
CLM00772,POL01685,13/07/2024,Fire,6207.48,,Under Review,Front end collision on highway,No,15.0
CLM00773,POL01031,2024-05-21,Natural Disaster,42475.19,,Approved,Fire damage in garage,No,17.0
CLM00774,POL01973,23/08/2021,Accident,55917.96,,Pending,Rear end damage in parking lot,No,48.0
CLM00775,POL02235,26 Dec 2021,Flood,40510.26,,Under Review,Flood damage during heavy rainfall,No,7.0
CLM00776,POL00768,03-24-2024,Vandalism,14398.93,7935.94,Settled,Fire damage in garage,No,59.0
CLM00777,POL01218,06-05-2020,Accident,48380.08,,Under Review,Hit and run incident,No,11.0
CLM00778,POL02775,2021-09-24,Theft,28426.11,,Rejected,Front end collision on highway,No,
CLM00779,POL00022,11-03-2022,Theft,15641.1,,Pending,Front end collision on highway,No,3.0
CLM00780,POL00603,12-30-2024,Natural Disaster,9363.96,,Under Review,Hit and run incident,No,57.0
CLM00781,POL01900,03/10/2021,Accident,72472.63,,Under Review,Flood damage during heavy rainfall,No,25.0
CLM00782,POL01440,13/12/2023,Fire,47698.21,,Pending,Flood damage during heavy rainfall,No,24.0
