claim_id,policy_id,claim_date,claim_type,claim_amount_usd,settled_amount_usd,status,description,is_fraud_flag,days_to_report
CLM00502,POL01356,2023-02-04,Flood,66612.58,0.0,Rejected,Vandalism - scratches and dents,False,54
CLM00503,POL00761,2020-06-10,Natural Disaster,-1571.87,0.0,Approved,,False,36
CLM00504,POL02823,2020-08-02,Vandalism,62881.89,0.0,Approved,Windshield cracked by debris,False,57
CLM00505,POL00791,2020-06-13,Flood,27819.72,18432.59,Settled,Rear end damage in parking lot,False,0
CLM00506,POL00215,2022-08-07,Fire,42148.26,0.0,Under Review,Vandalism - scratches and dents,False,21
CLM00507,POL01667,2020-01-10,Fire,54408.28,0.0,Approved,Vandalism - scratches and dents,False,44
CLM00508,POL00059,2022-02-27,Fire,46048.03,0.0,Rejected,Hit and run incident,False,56
CLM00509,POL01036,2022-09-04,Flood,27758.4,0.0,Under Review,Windshield cracked by debris,True,46
CLM00510,POL00871,2021-01-26,Fire,872.37,0.0,Under Review,Vehicle stolen from residential area,False,2
CLM00511,POL02811,2024-05-28,Natural Disaster,46112.92,0.0,Under Review,Vehicle stolen from residential area,False,20
CLM00512,POL01788,2024-01-05,Flood,77389.83,0.0,Under Review,,False,17
CLM00513,POL02035,2021-01-18,Natural Disaster,13121.47,0.0,Rejected,Vehicle stolen from residential area,False,47
CLM00514,POL01538,2020-07-29,Vandalism,67611.79,0.0,Approved,Front end collision on highway,False,17
CLM00515,POL01028,2024-02-28,Flood,34956.64,0.0,Approved,Front end collision on highway,False,52
CLM00516,POL01249,2023-02-14,Theft,77422.25,0.0,Approved,Vandalism - scratches and dents,False,4
CLM00517,POL02826,2024-11-24,Fire,75849.15,41994.05,Settled,Hit and run incident,False,46
CLM00518,POL00831,2024-01-09,Accident,52275.01,0.0,Rejected,Front end collision on highway,False,58
CLM00519,POL01589,2023-12-29,Vandalism,76128.71,0.0,Under Review,Vandalism - scratches and dents,False,55
CLM00520,POL02754,2020-11-04,Natural Disaster,9369.24,0.0,Under Review,Fire damage in garage,False,42
CLM00521,POL00563,2023-03-28,Accident,20315.31,0.0,Pending,Vandalism - scratches and dents,False,13
CLM00522,POL00331,2020-05-09,Theft,37154.59,0.0,Rejected,Windshield cracked by debris,False,9
CLM00523,POL01075,2022-09-25,Theft,78884.34,44061.67,Settled,Front end collision on highway,False,0
CLM00524,POL00366,2020-03-12,Fire,710.58,0.0,Pending,Windshield cracked by debris,False,4
CLM00525,POL00311,2022-08-12,Vandalism,54070.8,0.0,Under Review,Hit and run incident,False,25
CLM00526,POL02407,2023-06-26,Natural Disaster,-2080.58,0.0,Pending,Vandalism - scratches and dents,False,55
CLM00527,POL00974,2020-11-24,Fire,3235.08,2555.2,Settled,,False,25
CLM00528,POL02885,2020-01-31,Fire,-2204.0,0.0,Rejected,Front end collision on highway,False,0
CLM00529,POL02082,2020-10-20,Theft,29528.72,25960.64,Settled,Vandalism - scratches and dents,False,41
CLM00530,POL00364,2023-10-13,Theft,63427.6,0.0,Pending,Flood damage during heavy rainfall,False,54
CLM00531,POL02427,2020-02-18,Accident,55276.08,0.0,Under Review,Fire damage in garage,False,41
CLM00532,POL00915,2022-08-02,Accident,31596.8,0.0,Pending,Hit and run incident,False,50
CLM00533,POL00771,2020-02-10,Flood,73463.78,0.0,Rejected,Front end collision on highway,False,34
CLM00534,POL01629,2020-03-19,Flood,22030.18,0.0,Rejected,Vehicle stolen from residential area,False,38
CLM00535,POL00014,2022-03-15,Theft,24665.78,0.0,Pending,Front end collision on highway,False,54
CLM00536,POL02073,2022-08-26,Accident,7806.32,0.0,Approved,Rear end damage in parking lot,False,22
CLM00537,POL01744,2023-02-19,Theft,48360.58,0.0,Rejected,Front end collision on highway,False,13
CLM00538,POL01994,2022-08-26,Fire,18265.82,0.0,Approved,Vandalism - scratches and dents,False,8
CLM00539,POL01403,2023-03-29,Vandalism,16903.8,0.0,Approved,Windshield cracked by debris,False,36
CLM00540,POL02788,2022-04-07,Flood,25274.27,0.0,Under Review,Flood damage during heavy rainfall,False,27
CLM00541,POL01176,2022-03-03,Natural Disaster,63390.94,0.0,Pending,Vandalism - scratches and dents,False,46
CLM00542,POL00970,2024-02-22,Accident,38802.76,0.0,Approved,Flood damage during heavy rainfall,False,2
CLM00543,POL02674,2024-08-12,Fire,18290.15,16143.99,Settled,,False,59
CLM00544,POL00399,2020-07-02,Flood,27273.57,0.0,Pending,Flood damage during heavy rainfall,False,5
CLM00545,POL01515,2024-12-02,Flood,51625.53,0.0,Pending,Windshield cracked by debris,False,20
CLM00546,POL02908,2020-06-13,Vandalism,40710.61,0.0,Under Review,,False,10
CLM00547,POL02019,2020-05-10,Flood,27842.83,0.0,Rejected,Windshield cracked by debris,False,16
CLM00548,POL00109,2024-05-08,Natural Disaster,32037.04,0.0,Pending,Fire damage in garage,False,34
CLM00549,POL00735,2021-02-01,Flood,6423.73,0.0,Rejected,Flood damage during heavy rainfall,False,34
CLM00550,POL01133,2023-12-13,Flood,-2177.44,0.0,Pending,,False,25
CLM00551,POL00397,2022-07-27,Natural Disaster,66748.51,0.0,Rejected,Front end collision on highway,True,30
CLM00552,POL02771,2020-09-13,Vandalism,72572.5,46085.96,Settled,Flood damage during heavy rainfall,False,2
CLM00553,POL02346,2020-08-13,Accident,5288.63,0.0,Approved,Front end collision on highway,False,30
CLM00554,POL02877,2022-05-28,Vandalism,62111.99,0.0,Rejected,Windshield cracked by debris,False,48
CLM00555,POL00791,2020-01-02,Natural Disaster,74475.5,0.0,Approved,Windshield cracked by debris,False,2
CLM00556,POL01026,2020-09-20,Fire,21378.96,0.0,Approved,,False,26
CLM00557,POL00520,2020-04-08,Flood,7408.18,4885.18,Settled,Rear end damage in parking lot,False,47
CLM00558,POL00640,2021-06-30,Fire,16068.68,0.0,Approved,Windshield cracked by debris,False,39
CLM00559,POL00622,2022-10-24,Accident,68367.11,0.0,Approved,Windshield cracked by debris,False,4
CLM00560,POL02026,2021-06-27,Natural Disaster,21217.15,15914.19,Settled,Vandalism - scratches and dents,False,20
CLM00561,POL00480,2022-01-11,Flood,32884.53,0.0,Rejected,Windshield cracked by debris,False,57
CLM00562,POL00665,2021-10-05,Accident,0.0,0.0,Pending,Flood damage during heavy rainfall,False,40
CLM00563,POL00273,2024-06-30,Natural Disaster,51123.4,0.0,Rejected,Windshield cracked by debris,False,11
CLM00564,POL02364,2021-04-21,Natural Disaster,26741.46,0.0,Approved,Vandalism - scratches and dents,False,60
CLM00565,POL01944,2022-01-21,Natural Disaster,48738.8,0.0,Approved,Windshield cracked by debris,False,32
CLM00566,POL00037,2024-03-03,Theft,49816.82,0.0,Rejected,Rear end damage in parking lot,False,46
CLM00567,POL00477,2021-02-20,Natural Disaster,31236.07,0.0,Rejected,Fire damage in garage,False,3
CLM00568,POL00617,2021-01-20,Vandalism,49274.4,39856.78,Settled,,False,42
CLM00569,POL01320,2021-11-07,Natural Disaster,40191.83,0.0,Rejected,,False,29
CLM00570,POL00089,2022-05-04,Natural Disaster,27019.7,14658.77,Settled,Fire damage in garage,False,18
CLM00571,POL02117,2021-01-21,Flood,-2945.99,0.0,Rejected,Flood damage during heavy rainfall,False,47
CLM00572,POL00679,2024-07-27,Theft,39391.75,0.0,Pending,Hit and run incident,False,6
CLM00573,POL00438,2020-12-28,Flood,73652.6,0.0,Under Review,Windshield cracked by debris,False,0
CLM00574,POL02259,2020-01-28,Natural Disaster,45157.11,26552.08,Settled,Hit and run incident,False,59
CLM00575,POL01530,2023-09-11,Vandalism,67326.77,49966.32,Settled,Windshield cracked by debris,False,0
CLM00576,POL00186,2020-04-22,Accident,67895.6,0.0,Under Review,Fire damage in garage,False,7
CLM00577,POL00665,2023-04-15,Natural Disaster,67479.35,0.0,Pending,,False,60
CLM00578,POL01404,2023-05-03,Vandalism,49342.47,0.0,Approved,Windshield cracked by debris,False,59
CLM00579,POL01625,2023-05-29,Natural Disaster,52501.13,0.0,Approved,Hit and run incident,False,28
CLM00580,POL02756,2022-11-12,Theft,69778.46,0.0,Approved,Flood damage during heavy rainfall,False,8
CLM00581,POL00548,2020-07-12,Flood,1156.4,0.0,Under Review,Vandalism - scratches and dents,False,10
CLM00582,POL00376,2023-07-20,Natural Disaster,62417.13,57374.25,Settled,Hit and run incident,False,2
CLM00583,POL00620,2024-06-30,Vandalism,53192.73,0.0,Pending,Fire damage in garage,False,52
CLM00584,POL02114,2020-04-23,Accident,40626.92,33917.99,Settled,Rear end damage in parking lot,False,48
CLM00585,POL01663,2020-07-25,Accident,73049.86,0.0,Under Review,Vandalism - scratches and dents,False,53
CLM00586,POL02760,2023-10-01,Accident,56905.43,0.0,Approved,Fire damage in garage,False,17
CLM00587,POL01364,2022-03-05,Fire,20478.22,0.0,Under Review,Windshield cracked by debris,False,43
CLM00588,POL01433,2022-12-25,Theft,64119.87,50822.99,Settled,,False,9
CLM00589,POL01507,2023-01-30,Accident,19908.09,0.0,Under Review,Vehicle stolen from residential area,False,21
CLM00590,POL02813,2020-03-21,Fire,12509.52,0.0,Approved,Vehicle stolen from residential area,False,30
CLM00591,POL01855,2021-04-04,Theft,18571.61,0.0,Rejected,Rear end damage in parking lot,True,3
CLM00592,POL00666,2020-10-24,Accident,24548.83,18627.97,Settled,Front end collision on highway,False,49
CLM00593,POL02229,2022-03-16,Flood,75815.3,0.0,Approved,Windshield cracked by debris,False,48
CLM00594,POL01826,2024-05-02,Natural Disaster,39909.01,39168.04,Settled,Vehicle stolen from residential area,False,50
CLM00595,POL02155,2024-01-13,Theft,7010.64,0.0,Approved,Fire damage in garage,False,3
CLM00596,POL01251,2023-10-20,Theft,61219.14,0.0,Rejected,Windshield cracked by debris,False,59
CLM00597,POL02344,2023-11-30,Fire,34158.15,0.0,Rejected,Windshield cracked by debris,False,32
CLM00598,POL01237,2021-11-04,Flood,19800.75,11174.52,Settled,Fire damage in garage,False,24
CLM00599,POL01380,2021-11-07,Theft,1949.5,0.0,Under Review,Fire damage in garage,False,28
CLM00600,POL00700,2024-02-16,Flood,22662.5,0.0,Approved,Hit and run incident,False,47
CLM00601,POL00949,2024-10-14,Theft,71295.37,0.0,Approved,Vehicle stolen from residential area,False,2
CLM00602,POL00565,2023-11-17,Flood,47979.11,0.0,Under Review,Fire damage in garage,False,0
CLM00603,POL02988,2021-08-18,Accident,68378.89,64554.73,Settled,Vehicle stolen from residential area,False,18
CLM00604,POL01953,2023-07-05,Vandalism,41475.42,30737.21,Settled,Windshield cracked by debris,False,53
CLM00605,POL01122,2022-03-26,Theft,43769.59,36938.16,Settled,Flood damage during heavy rainfall,False,11
CLM00606,POL00547,2024-09-28,Fire,34663.6,0.0,Approved,Vehicle stolen from residential area,False,39
CLM00607,POL01881,2022-06-16,Theft,0.0,0.0,Approved,Vehicle stolen from residential area,False,44
CLM00608,POL00612,2023-01-23,Vandalism,3778.54,0.0,Rejected,Flood damage during heavy rainfall,False,0
CLM00609,POL02887,2024-10-30,Fire,63942.49,0.0,Approved,Fire damage in garage,True,42
CLM00610,POL02787,2021-11-06,Accident,26686.79,25275.68,Settled,Front end collision on highway,False,14
CLM00611,POL02529,2022-04-10,Vandalism,55273.79,52940.37,Settled,Vehicle stolen from residential area,False,48
CLM00612,POL02500,2021-07-22,Theft,57305.04,0.0,Rejected,Fire damage in garage,False,5
CLM00613,POL02293,2020-08-15,Natural Disaster,-3415.19,0.0,Approved,Fire damage in garage,False,37
CLM00614,POL01015,2021-08-20,Accident,7542.18,5490.21,Settled,Fire damage in garage,False,21
CLM00615,POL00550,2020-02-25,Theft,79970.43,55484.2,Settled,Vehicle stolen from residential area,False,16
CLM00616,POL00659,2021-11-17,Natural Disaster,45995.62,34442.46,Settled,Fire damage in garage,False,24
CLM00617,POL02157,2024-08-06,Fire,15409.96,0.0,Rejected,,False,9
CLM00618,POL02663,2023-06-14,Flood,75001.98,0.0,Under Review,Fire damage in garage,False,7
CLM00619,POL02463,2023-09-15,Theft,14394.72,0.0,Approved,,False,12
CLM00620,POL02583,2022-07-12,Accident,63505.61,61143.72,Settled,Hit and run incident,True,5
CLM00621,POL02628,2021-08-06,Flood,18064.78,0.0,Rejected,Vehicle stolen from residential area,False,26
CLM00622,POL00548,2024-01-31,Theft,8673.97,8380.73,Settled,Rear end damage in parking lot,False,33
CLM00623,POL01376,2024-06-08,Accident,14180.02,0.0,Rejected,Rear end damage in parking lot,False,20
CLM00624,POL01096,2023-03-04,Theft,40241.78,0.0,Pending,Rear end damage in parking lot,False,15
CLM00625,POL00805,2023-02-15,Natural Disaster,0.0,0.0,Approved,Front end collision on highway,False,18
CLM00626,POL01021,2023-10-18,Fire,64152.46,0.0,Under Review,Front end collision on highway,False,53
CLM00627,POL02043,2020-12-13,Flood,65034.85,0.0,Under Review,Vehicle stolen from residential area,False,43
CLM00628,POL01374,2020-07-30,Flood,16586.41,0.0,Rejected,Windshield cracked by debris,False,24
CLM00629,POL00334,2020-02-08,Fire,71818.78,0.0,Rejected,,False,54
CLM00630,POL00653,2024-10-12,Theft,12084.48,0.0,Approved,Flood damage during heavy rainfall,False,37
CLM00631,POL00089,2024-08-27,Vandalism,10535.84,0.0,Approved,Vehicle stolen from residential area,False,57
CLM00632,POL00267,2022-03-28,Theft,57020.37,0.0,Approved,Fire damage in garage,False,0
CLM00633,POL00477,2020-08-15,Accident,18589.53,0.0,Under Review,Vandalism - scratches and dents,False,24
CLM00634,POL00549,2024-02-24,Accident,70966.87,0.0,Under Review,Hit and run incident,False,3
CLM00635,POL00235,2023-04-27,Flood,78706.93,0.0,Under Review,Vandalism - scratches and dents,True,15
CLM00636,POL02891,2020-09-20,Fire,69575.12,41375.95,Settled,Flood damage during heavy rainfall,False,41
CLM00637,POL00829,2022-06-21,Fire,31123.48,0.0,Under Review,Flood damage during heavy rainfall,False,6
CLM00638,POL01297,2024-07-13,Flood,0.0,0.0,Pending,Flood damage during heavy rainfall,False,0
CLM00639,POL00608,2024-07-22,Natural Disaster,8234.9,0.0,Rejected,Flood damage during heavy rainfall,False,48
CLM00640,POL02018,2020-02-19,Theft,20271.78,0.0,Approved,Fire damage in garage,False,50
CLM00641,POL00018,2023-05-28,Vandalism,56937.28,0.0,Rejected,Hit and run incident,False,3
CLM00642,POL01526,2021-04-05,Vandalism,29415.71,24877.8,Settled,Front end collision on highway,False,49
CLM00643,POL01925,2023-03-02,Natural Disaster,38863.71,0.0,Pending,Vehicle stolen from residential area,False,27
CLM00644,POL02521,2020-05-30,Natural Disaster,50361.65,0.0,Under Review,Rear end damage in parking lot,False,4
CLM00645,POL02992,2024-04-08,Natural Disaster,0.0,0.0,Approved,Front end collision on highway,True,7
CLM00646,POL02463,2021-11-29,Vandalism,33687.0,0.0,Approved,Flood damage during heavy rainfall,False,0
CLM00647,POL00973,2021-12-23,Flood,73022.05,49515.77,Settled,Flood damage during heavy rainfall,False,50
CLM00648,POL02098,2021-07-12,Natural Disaster,10942.67,0.0,Pending,Front end collision on highway,False,51
CLM00649,POL01531,2021-12-26,Accident,15472.22,0.0,Pending,Front end collision on highway,False,0
CLM00650,POL02202,2021-06-26,Flood,34221.62,0.0,Rejected,,False,0
CLM00651,POL01868,2024-11-11,Vandalism,67002.69,0.0,Rejected,Fire damage in garage,False,49
CLM00652,POL02929,2023-11-17,Accident,27471.43,0.0,Rejected,Hit and run incident,False,15
CLM00653,POL00480,2020-12-04,Accident,30149.77,0.0,Pending,Vehicle stolen from residential area,False,31
CLM00654,POL02951,2024-08-04,Accident,44829.81,0.0,Approved,Rear end damage in parking lot,False,24
CLM00655,POL00816,2023-11-02,Flood,14346.57,0.0,Pending,Rear end damage in parking lot,False,26
CLM00656,POL02480,2020-01-02,Accident,1726.64,1276.2,Settled,Hit and run incident,False,53
CLM00657,POL02505,2024-02-09,Flood,57072.72,0.0,Pending,Front end collision on highway,True,41
CLM00658,POL01465,2024-08-24,Flood,28047.1,0.0,Approved,Rear end damage in parking lot,False,60
CLM00659,POL01849,2021-05-15,Natural Disaster,78022.83,0.0,Pending,Hit and run incident,False,13
CLM00660,POL02499,2021-05-31,Natural Disaster,74367.58,0.0,Pending,Vandalism - scratches and dents,False,47
CLM00661,POL02479,2024-11-07,Fire,39549.72,0.0,Under Review,Fire damage in garage,False,48
CLM00662,POL01209,2024-02-24,Vandalism,-4478.34,0.0,Rejected,Hit and run incident,False,15
CLM00663,POL01865,2024-05-11,Theft,48248.09,0.0,Under Review,Rear end damage in parking lot,False,36
CLM00664,POL00491,2024-05-03,Accident,46847.76,33536.64,Settled,Rear end damage in parking lot,False,58
CLM00665,POL01316,2020-05-17,Flood,78697.67,0.0,Rejected,Hit and run incident,False,40
CLM00666,POL02137,2021-12-06,Vandalism,-1004.16,0.0,Approved,Vehicle stolen from residential area,False,35
CLM00667,POL02617,2024-01-07,Vandalism,64208.41,83523.25,Settled,Windshield cracked by debris,False,5
CLM00668,POL01407,2021-02-09,Flood,38503.03,0.0,Pending,Windshield cracked by debris,False,22
CLM00669,POL02741,2021-07-04,Theft,45094.61,0.0,Approved,Rear end damage in parking lot,False,39
CLM00670,POL00570,2021-04-11,Fire,17640.27,0.0,Pending,,True,13
CLM00671,POL01288,2021-08-17,Flood,45963.69,45863.0,Settled,Windshield cracked by debris,False,12
CLM00672,POL01856,2022-01-15,Natural Disaster,51598.05,0.0,Rejected,Rear end damage in parking lot,False,13
CLM00673,POL00669,2020-01-24,Flood,63260.0,0.0,Under Review,Windshield cracked by debris,False,32
CLM00674,POL00169,2021-11-15,Theft,74258.48,44531.61,Settled,Front end collision on highway,False,56
CLM00675,POL00046,2022-08-17,Fire,43383.21,28348.88,Settled,Windshield cracked by debris,False,28
CLM00676,POL00372,2021-09-29,Vandalism,20302.09,0.0,Under Review,Fire damage in garage,False,58
CLM00677,POL02849,2024-10-23,Flood,36580.14,0.0,Approved,Fire damage in garage,False,60
CLM00678,POL01743,2023-09-17,Natural Disaster,13034.68,0.0,Under Review,Rear end damage in parking lot,False,28
CLM00679,POL01168,2020-09-17,Fire,23767.18,0.0,Approved,,False,57
CLM00680,POL02954,2023-10-08,Vandalism,5460.17,0.0,Approved,Hit and run incident,False,22
CLM00681,POL02672,2023-06-30,Accident,18164.79,12676.03,Settled,Rear end damage in parking lot,False,11
CLM00682,POL01295,2022-11-16,Flood,20127.5,0.0,Approved,,False,0
CLM00683,POL02393,2024-03-31,Theft,51235.09,0.0,Approved,Hit and run incident,False,33
CLM00684,POL00781,2023-10-04,Fire,51999.01,0.0,Approved,Windshield cracked by debris,False,39
CLM00685,POL01142,2023-07-04,Fire,63824.96,0.0,Pending,Hit and run incident,True,30
CLM00686,POL01712,2024-02-22,Vandalism,30198.61,25056.71,Settled,Rear end damage in parking lot,False,0
CLM00687,POL02263,2020-07-29,Natural Disaster,79260.01,0.0,Pending,,True,34
CLM00688,POL01106,2023-01-04,Vandalism,10844.12,0.0,Rejected,Windshield cracked by debris,False,23
CLM00689,POL02901,2021-05-14,Fire,6221.85,0.0,Under Review,,True,9
CLM00690,POL01760,2020-10-17,Fire,16863.1,16158.06,Settled,Flood damage during heavy rainfall,False,56
CLM00691,POL00906,2023-12-09,Fire,47016.17,0.0,Pending,,False,9
CLM00692,POL01040,2022-10-21,Accident,68628.73,0.0,Rejected,Hit and run incident,False,20
CLM00693,POL00008,2024-05-27,Vandalism,610.07,0.0,Rejected,,False,42
CLM00694,POL01446,2021-03-26,Accident,26884.92,25569.32,Settled,Front end collision on highway,False,51
CLM00695,POL00446,2021-02-23,Flood,21246.06,16814.98,Settled,,False,28
CLM00696,POL00254,2020-01-17,Fire,10329.62,7331.51,Settled,Front end collision on highway,False,8
CLM00697,POL02109,2024-01-09,Natural Disaster,9605.37,0.0,Approved,Hit and run incident,False,39
CLM00698,POL00866,2020-11-08,Fire,30678.46,0.0,Approved,Windshield cracked by debris,False,6
CLM00699,POL00373,2024-05-06,Natural Disaster,11247.18,0.0,Pending,Rear end damage in parking lot,False,13
CLM00700,POL00500,2024-08-13,Fire,53692.39,0.0,Approved,Vehicle stolen from residential area,False,1
CLM00701,POL02789,2024-11-28,Vandalism,0.0,0.0,Under Review,Vehicle stolen from residential area,False,51
CLM00702,POL01229,2021-12-19,Vandalism,71081.21,0.0,Pending,Vandalism - scratches and dents,False,40
CLM00703,POL00876,2022-10-21,Theft,26659.96,0.0,Approved,,False,33
CLM00704,POL00806,2023-01-04,Fire,66030.77,0.0,Approved,Front end collision on highway,False,3
CLM00705,POL00592,2021-01-03,Natural Disaster,23828.44,13446.27,Settled,Vehicle stolen from residential area,False,44
CLM00706,POL02973,2020-07-20,Vandalism,62088.25,0.0,Approved,Vehicle stolen from residential area,True,35
CLM00707,POL01532,2023-02-09,Natural Disaster,38623.64,21540.36,Settled,Flood damage during heavy rainfall,False,43
CLM00708,POL00622,2023-12-27,Theft,70284.72,0.0,Approved,Windshield cracked by debris,False,57
CLM00709,POL01673,2024-05-09,Accident,1188.3,0.0,Rejected,Front end collision on highway,False,52
CLM00710,POL02422,2024-09-22,Flood,55330.09,36991.61,Settled,Hit and run incident,False,51
CLM00711,POL00979,2020-09-02,Natural Disaster,53654.58,0.0,Rejected,Flood damage during heavy rainfall,False,45
CLM00712,POL02533,2020-07-12,Fire,2707.45,0.0,Rejected,Vandalism - scratches and dents,False,58
CLM00713,POL00455,2022-03-15,Natural Disaster,7448.37,0.0,Approved,Rear end damage in parking lot,False,5
CLM00714,POL02466,2024-09-03,Theft,45333.49,0.0,Pending,Hit and run incident,False,56
CLM00715,POL01301,2023-08-31,Fire,43368.38,0.0,Pending,Hit and run incident,False,38
CLM00716,POL02940,2022-11-20,Accident,26907.3,0.0,Approved,Vandalism - scratches and dents,False,50
CLM00717,POL01641,2023-07-29,Natural Disaster,34002.2,0.0,Rejected,Windshield cracked by debris,False,51
CLM00718,POL02279,2020-01-11,Flood,47448.71,0.0,Rejected,Front end collision on highway,False,9
CLM00719,POL01033,2023-08-19,Accident,44696.06,39179.75,Settled,Vandalism - scratches and dents,False,32
CLM00720,POL02377,2024-08-15,Accident,2113.53,0.0,Pending,Windshield cracked by debris,False,5
CLM00721,POL01322,2020-09-19,Fire,58441.9,0.0,Pending,Fire damage in garage,False,20
CLM00722,POL02785,2024-12-14,Accident,37457.34,0.0,Approved,Flood damage during heavy rainfall,False,6
CLM00723,POL00599,2024-01-31,Accident,13324.96,13138.96,Settled,Rear end damage in parking lot,False,47
CLM00724,POL01852,2023-09-23,Fire,66492.16,0.0,Under Review,Windshield cracked by debris,False,53
CLM00725,POL00660,2022-09-05,Theft,78116.5,0.0,Under Review,Vandalism - scratches and dents,False,22
CLM00726,POL01667,2022-09-13,Flood,49667.63,0.0,Under Review,Windshield cracked by debris,False,13
CLM00727,POL00457,2024-05-29,Flood,29616.68,0.0,Rejected,Flood damage during heavy rainfall,False,20
CLM00728,POL02160,2022-08-05,Theft,35406.34,0.0,Approved,Vandalism - scratches and dents,False,36
CLM00729,POL01254,2021-02-07,Fire,5888.17,5116.62,Settled,,False,39
CLM00730,POL01264,2023-10-10,Theft,7062.28,3640.28,Settled,Flood damage during heavy rainfall,False,1
CLM00731,POL01235,2022-11-09,Accident,40958.54,0.0,Under Review,Vehicle stolen from residential area,False,53
CLM00732,POL02600,2024-05-23,Vandalism,69572.88,0.0,Rejected,Vehicle stolen from residential area,False,0
CLM00733,POL01604,2020-12-01,Fire,72636.16,0.0,Pending,Rear end damage in parking lot,False,42
CLM00734,POL01702,2022-08-12,Vandalism,25484.22,0.0,Pending,Vandalism - scratches and dents,False,0
CLM00735,POL01342,2021-08-28,Theft,63001.37,0.0,Pending,Vandalism - scratches and dents,False,38
CLM00736,POL00095,2024-09-24,Fire,68952.42,0.0,Under Review,,False,59
CLM00737,POL02922,2021-09-17,Natural Disaster,64233.21,0.0,Approved,Fire damage in garage,False,23
CLM00738,POL00572,2020-03-16,Theft,60012.15,30832.49,Settled,,False,6
CLM00739,POL02568,2022-05-02,Vandalism,62190.72,0.0,Under Review,Vehicle stolen from residential area,False,42
CLM00740,POL00858,2021-05-20,Fire,33690.45,0.0,Under Review,,False,29
CLM00741,POL02731,2024-05-06,Fire,510.5,0.0,Rejected,Vandalism - scratches and dents,False,10
CLM00742,POL02053,2023-08-11,Theft,79907.0,0.0,Rejected,Windshield cracked by debris,False,48
CLM00743,POL00343,2024-09-07,Accident,25432.78,0.0,Rejected,Vandalism - scratches and dents,False,13
CLM00744,POL02774,2020-02-20,Flood,56258.33,0.0,Approved,Windshield cracked by debris,False,0
CLM00745,POL02648,2023-01-06,Natural Disaster,7456.07,4486.65,Settled,Fire damage in garage,False,32
CLM00746,POL02524,2023-09-16,Natural Disaster,46737.54,40226.75,Settled,Fire damage in garage,False,0
CLM00747,POL02445,2022-01-05,Vandalism,53124.44,0.0,Rejected,Windshield cracked by debris,False,11
CLM00748,POL01062,2022-12-03,Flood,47197.71,0.0,Approved,Flood damage during heavy rainfall,False,21
CLM00749,POL00785,2021-04-14,Vandalism,76623.66,0.0,Rejected,Vehicle stolen from residential area,False,51
CLM00750,POL01939,2024-05-02,Natural Disaster,71009.77,46841.9,Settled,Fire damage in garage,False,22
CLM00751,POL01641,2023-09-07,Vandalism,65131.44,45006.1,Settled,Flood damage during heavy rainfall,False,48
CLM00752,POL02342,2023-04-15,Theft,33507.28,29911.15,Settled,Vehicle stolen from residential area,False,49
CLM00753,POL01965,2021-11-08,Vandalism,19578.16,18716.4,Settled,Rear end damage in parking lot,False,0
CLM00754,POL00455,2020-06-18,Flood,11401.52,0.0,Approved,Front end collision on highway,False,5
CLM00755,POL02741,2021-12-13,Vandalism,7594.58,0.0,Approved,,False,0
CLM00756,POL01129,2023-05-15,Theft,71877.73,67282.67,Settled,Flood damage during heavy rainfall,False,52
CLM00757,POL00858,2023-02-02,Fire,51701.98,0.0,Pending,Rear end damage in parking lot,False,20
CLM00758,POL02399,2023-10-03,Natural Disaster,73544.19,0.0,Approved,Vehicle stolen from residential area,False,6
CLM00759,POL01942,2021-02-27,Fire,47319.22,55890.52,Settled,Rear end damage in parking lot,False,35
CLM00760,POL00052,2022-07-03,Fire,46668.35,0.0,Rejected,,False,18
CLM00761,POL01927,2022-06-23,Flood,50760.57,0.0,Approved,Vandalism - scratches and dents,False,0
CLM00762,POL02815,2020-05-03,Natural Disaster,76007.73,0.0,Approved,Rear end damage in parking lot,False,42
CLM00763,POL01333,2023-04-26,Vandalism,61116.42,0.0,Under Review,Flood damage during heavy rainfall,False,15
CLM00764,POL00579,2023-10-26,Natural Disaster,3311.56,4474.13,Settled,,False,24
CLM00765,POL01389,2022-03-07,Fire,-3431.51,0.0,Under Review,Front end collision on highway,False,32
CLM00766,POL02854,2023-05-04,Vandalism,9833.24,0.0,Rejected,Windshield cracked by debris,False,53
CLM00767,POL00400,2023-03-18,Theft,43799.79,37231.85,Settled,Vehicle stolen from residential area,False,32
CLM00768,POL01770,2022-10-26,Flood,74852.89,0.0,Pending,Vandalism - scratches and dents,True,32
CLM00769,POL00192,2023-11-23,Vandalism,28517.81,20026.87,Settled,Hit and run incident,False,42
CLM00770,POL02572,2023-08-21,Fire,47395.55,0.0,Pending,,False,51
CLM00771,POL02847,2021-03-31,Theft,17978.95,0.0,Under Review,,True,19
CLM00772,POL01685,2024-07-13,Fire,6207.48,0.0,Under Review,Front end collision on highway,False,15
CLM00773,POL01031,2024-05-21,Natural Disaster,42475.19,0.0,Approved,Fire damage in garage,False,17
CLM00774,POL01973,2021-08-23,Accident,55917.96,0.0,Pending,Rear end damage in parking lot,False,48
CLM00775,POL02235,2021-12-26,Flood,40510.26,0.0,Under Review,Flood damage during heavy rainfall,False,7
CLM00776,POL00768,2024-03-24,Vandalism,14398.93,7935.94,Settled,Fire damage in garage,False,59
